D1,9,2480,1.46,3.94
D1,9,2330,4.06,6.39
D1,9,2550,6.71,9.26
D1,9,2330,9.6,11.93
D1,9,2320.0000000000005,12.42,14.74
D1,9,2069.9999999999986,15.06,17.13
D1,9,2320.0000000000005,17.68,20
D1,8,1849.999999999998,20.26,22.11
D1,9,2660,22.8,25.46
D1,9,2320.0000000000005,25.72,28.04
D1,9,2350.0000000000014,28.38,30.73
D1,8,2230.0000000000005,30.95,33.18
D1,8,2049.9999999999973,33.74,35.79
D1,9,2280.000000000001,36.22,38.5
D1,9,2090.0000000000036,38.69,40.78
D1,9,2399.9999999999986,41.02,43.42
D1,9,2260.000000000005,43.76,46.02
D1,9,2200.0000000000027,46.3,48.5
D1,9,2109.9999999999995,48.82,50.93
D1,9,2219.999999999999,51.18,53.4
D1,8,2169.9999999999945,53.81,55.98
D1,8,2309.999999999995,56.34,58.65
D1,8,2090.0000000000036,59.22,61.31
D1,8,2109.9999999999995,61.58,63.69
D1,9,2349.9999999999945,64.17,66.52
D1,9,2099.9999999999945,66.81,68.91
D1,11,3569.999999999993,69.12,72.69
D1,9,2500,73.16,75.66
D1,9,2480,1.46,3.94
D1,9,2330,4.06,6.39
D1,9,2550,6.71,9.26
D1,9,2330,9.6,11.93
D1,9,2320.0000000000005,12.42,14.74
D1,9,2069.9999999999986,15.06,17.13
D1,9,2320.0000000000005,17.68,20
D1,8,1849.999999999998,20.26,22.11
D1,9,2660,22.8,25.46
D1,9,2320.0000000000005,25.72,28.04
D1,9,2350.0000000000014,28.38,30.73
D1,8,2230.0000000000005,30.95,33.18
D1,8,2049.9999999999973,33.74,35.79
D1,9,2280.000000000001,36.22,38.5
D1,9,2090.0000000000036,38.69,40.78
D1,9,2399.9999999999986,41.02,43.42
D1,9,2260.000000000005,43.76,46.02
D1,9,2200.0000000000027,46.3,48.5
D1,9,2109.9999999999995,48.82,50.93
D1,9,2219.999999999999,51.18,53.4
D1,8,2169.9999999999945,53.81,55.98
D1,8,2309.999999999995,56.34,58.65
D1,8,2090.0000000000036,59.22,61.31
D1,8,2109.9999999999995,61.58,63.69
D1,9,2349.9999999999945,64.17,66.52
D1,9,2099.9999999999945,66.81,68.91
D1,11,3569.999999999993,69.12,72.69
D1,9,2500,73.16,75.66
D2,9,2400,2.89,5.29
D2,9,2419.999999999999,5.7,8.12
D2,9,2929.9999999999995,8.435,11.365
D2,9,2429.9999999999995,11.815,14.245
D2,9,2910,15.335,18.245
D2,9,2330.000000000002,18.985,21.315
D2,9,2539.999999999999,21.555,24.095
D2,8,2619.9999999999973,24.53,27.15
D2,9,3209.9999999999973,27.6,30.81
D2,8,3010.0000000000014,31.16,34.17
D2,9,2564,34.467,37.031
D2,8,2903.9999999999964,37.392,40.296
D2,8,2403.9999999999964,41.094,43.498
D2,9,2063.0000000000023,44.28,46.343
D2,9,2447.0000000000027,46.775,49.222
D2,9,3213.000000000001,49.641,52.854
D2,9,2777.000000000001,53.669,56.446
D2,9,2893.999999999998,56.902,59.796
D2,9,3809.0000000000045,60.29,64.099
D2,9,2521.000000000001,64.401,66.922
D2,8,2605.9999999999945,67.73,70.336
D2,8,2435.9999999999927,71.102,73.538
D2,8,2680.9999999999973,74.006,76.687
D2,9,2521.000000000001,77.181,79.702
D2,9,4606.999999999999,80.988,85.595
D2,9,3277.000000000001,85.978,89.255
D2,9,3713.000000000008,89.743,93.456
D2,8,3807.9999999999927,95.265,99.073
D3,9,2720.0000000000005,3.26,5.98
D3,11,3290.000000000001,7.1,10.39
D3,9,3130.000000000001,10.67,13.8
D3,9,2409.999999999998,14.74,17.15
D3,9,2840,18.3,21.14
D3,9,2660,22,24.66
D3,9,2590,25.53,28.12
D3,8,2570.0000000000005,28.94,31.51
D3,11,4250,33.05,37.3
D3,9,3020.000000000003,37.87,40.89
D3,9,2795.000000000002,41.375,44.17
D3,8,3020.000000000003,44.76,47.78
D3,8,2369.9999999999973,48.59,50.96
D3,9,2659.9999999999964,51.59,54.25
D3,8,2549.9999999999973,54.84,57.39
D3,9,2630.0000000000027,58,60.63
D3,9,2469.999999999999,61.58,64.05
D3,9,2830.0000000000127,64.6,67.43
D3,9,3079.999999999998,68.04,71.12
D3,9,2689.9999999999977,71.4,74.09
D3,11,3060.0000000000023,74.8,77.86
D3,9,3150.0000000000055,79.03,82.18
D3,8,2430.000000000007,82.77,85.2
D3,9,2820.0000000000073,85.88,88.7
D3,9,2689.9999999999977,89.78,92.47
D3,9,3010.000000000005,93.1,96.11
D3,9,3370.0000000000045,96.6,99.97
D3,9,3689.9999999999977,101.11,104.8
D4,9,2430,3.82,6.25
D4,9,2210,6.54,8.75
D4,9,2629.999999999999,9.05,11.68
D4,9,2639.9999999999986,11.98,14.62
D4,9,2299.999999999999,15.135,17.435
D4,9,2230.0000000000005,17.84,20.07
D4,9,2160,20.44,22.6
D4,8,2210.000000000001,22.915,25.125
D4,9,2530.000000000001,25.625,28.155
D4,8,2050.000000000001,28.48,30.53
D4,9,2499.9999999999964,31.01,33.51
D4,8,2450.0000000000027,33.885,36.335
D4,9,2480.000000000004,36.86,39.34
D4,9,2399.9999999999986,39.585,41.985
D4,9,2399.9999999999986,42.33,44.73
D4,9,2579.999999999998,44.975,47.555
D4,9,2400.0000000000055,48.16,50.56
D4,9,2179.9999999999995,51.005,53.185
D4,9,2189.9999999999977,53.56,55.75
D4,9,2500,56.05,58.55
D4,8,2049.9999999999973,59.13,61.18
D4,8,2239.999999999995,61.67,63.91
D4,8,2150.0000000000055,64.27,66.42
D4,8,2319.999999999993,66.81,69.13
D4,8,2250,69.6,71.85
D4,9,2159.9999999999964,72.41,74.57
D4,9,2280.000000000001,74.965,77.245
D4,9,2460.000000000008,77.63,80.09
D5,9,2199.9999999999995,2.02,4.22
D5,9,2140.0000000000005,4.56,6.7
D5,9,2460.000000000001,7,9.46
D5,9,2250,9.72,11.97
D5,9,2060.0000000000005,12.49,14.55
D5,9,1970.0000000000007,14.755,16.725
D5,9,2359.9999999999995,17.045,19.405
D5,9,2039.999999999999,19.57,21.61
D5,9,4230,22.34,26.57
D5,9,2420.000000000002,26.83,29.25
D5,9,2229.999999999997,29.6,31.83
D5,8,2399.9999999999986,32.1,34.5
D5,8,2009.999999999998,35.32,37.33
D5,9,1969.9999999999989,37.68,39.65
D5,9,2250,40.02,42.27
D5,9,2810.0000000000023,42.61,45.42
D5,9,2119.9999999999973,45.88,48
D5,9,1890.0000000000005,48.315,50.205
D5,9,2400.0000000000055,50.66,53.06
D5,9,2310.0000000000023,53.36,55.67
D5,8,1969.9999999999989,56.45,58.42
D5,8,1919.9999999999945,58.77,60.69
D5,8,2070.0000000000005,61.18,63.25
D5,8,1810.0000000000023,63.53,65.34
D5,8,2300.0000000000114,65.96,68.26
D5,9,2700.0000000000027,69,71.7
D5,9,2470.000000000013,72.07,74.54
D5,9,2460.000000000008,74.99,77.45
D6,9,2310,2.48,4.79
D6,9,2149.9999999999995,5.32,7.47
D6,9,2429.9999999999995,8.08,10.51
D6,9,2330,11.37,13.7
D6,9,2310.0000000000005,14.72,17.03
D6,9,2000,17.3,19.3
D6,9,2720.0000000000023,20.29,23.01
D6,8,2829.999999999998,23.16,25.99
D6,9,3189.9999999999977,27.44,30.63
D6,11,3030.000000000001,31,34.03
D6,9,2450.0000000000027,34.73,37.18
D6,8,2640.0000000000005,37.74,40.38
D6,8,1890.0000000000005,41.24,43.13
D6,9,2050.000000000004,44.05,46.1
D6,7,1759.999999999998,46.89,48.65
D6,9,2070.0000000000005,51.74,53.81
D6,9,2179.9999999999995,54.67,56.85
D6,9,2000,57.43,59.43
D6,9,3049.9999999999973,60.09,63.14
D6,9,2860.0000000000064,63.87,66.73
D6,8,2400.0000000000055,67.46,69.86
D6,10,2899.9999999999914,71.65,74.55
D6,8,2459.9999999999936,75.92,78.38
D6,8,2069.999999999993,78.84,80.91
D6,9,3099.9999999999945,82.11,85.21
D6,9,2829.999999999998,86.18,89.01
D6,9,4510.0000000000055,89.44,93.95
D6,9,3109.9999999999995,95.34,98.45
D7,9,2710,1.21,3.92
D7,9,2500,4.05,6.55
D7,9,2929.9999999999986,6.94,9.87
D7,9,2719.999999999999,10.23,12.95
D7,9,2489.9999999999986,13.96,16.45
D7,9,2460.000000000001,16.64,19.1
D7,9,2530.000000000001,19.39,21.92
D7,9,2080.000000000002,22.13,24.21
D7,9,2769.9999999999995,25.315,28.085
D7,8,2070.0000000000005,28.425,30.495
D7,9,2449.999999999996,31.045,33.495
D7,8,2630.0000000000027,33.8,36.43
D7,8,2169.9999999999945,37.2,39.37
D7,9,2040.0000000000064,39.91,41.95
D7,9,2320.0000000000005,42.53,44.85
D7,9,2500,45.23,47.73
D7,9,2439.9999999999977,48.46,50.9
D7,9,2100.0000000000014,51.18,53.28
D7,9,2469.999999999999,53.81,56.28
D7,9,2339.9999999999964,56.31,58.65
D7,9,2030.0000000000011,59.53,61.56
D7,8,2180.000000000007,61.97,64.15
D7,8,2310.0000000000023,64.89,67.2
D7,8,2310.0000000000023,67.47,69.78
D7,9,2329.999999999998,70.95,73.28
D7,9,2100.0000000000086,73.8,75.9
D7,9,2299.9999999999973,76.2,78.5
D7,9,2259.999999999991,78.93,81.19
D8,9,2160,4.09,6.25
D8,9,1990.0000000000002,6.82,8.81
D8,9,2489.000000000001,9.421,11.91
D8,9,2199.999999999999,12.432,14.632
D8,9,2188.999999999998,15.255,17.444
D8,9,1944.0000000000027,17.944,19.888
D8,9,2166.0000000000005,20.4,22.566
D8,9,2622,22.943,25.565
D8,9,2500,30.488,32.988
D8,8,2178.0000000000045,33.565,35.743
D8,9,2256,36.399,38.655
D8,9,2689,39.088,41.777
D8,9,2222.999999999999,43.743,45.966
D8,9,2145.000000000003,46.51,48.655
D8,9,2044.9999999999945,49.31,51.355
D8,9,2222.0000000000014,51.844,54.066
D8,9,2266.0000000000055,55.3,57.566
D8,9,1978.0000000000016,58.055,60.033
D8,10,2678.0000000000045,60.888,63.566
D8,9,2378,63.91,66.288
D8,7,2022.0000000000055,67.344,69.366
D8,9,2799.9999999999973,70.077,72.877
D8,8,2143.9999999999914,73.233,75.377
D8,9,2588.9999999999986,75.899,78.488
D8,9,2299.9999999999973,79.232,81.532
D8,9,2200.0000000000027,82.277,84.477
D8,9,2266.0000000000055,85.122,87.388
D8,9,2421.9999999999973,88.044,90.466
D9,9,2340.0000000000005,2.1,4.44
D9,9,1769.9999999999995,4.5,6.27
D9,9,2220.0000000000005,6.42,8.64
D9,9,1970.0000000000007,9.51,11.48
D9,9,1920,12.27,14.19
D9,9,2009.9999999999998,14.69,16.7
D9,9,1859.9999999999995,17.42,19.28
D9,8,1719.9999999999989,19.87,21.59
D9,9,1969.9999999999989,22.48,24.45
D9,8,1739.9999999999984,24.53,26.27
D9,9,1919.9999999999982,27.12,29.04
D9,8,1740.000000000002,29.47,31.21
D9,8,1900.0000000000057,32.23,34.13
D9,9,1910.0000000000036,34.9,36.81
D9,9,1989.999999999995,37.38,39.37
D9,9,2030.0000000000011,40.05,42.08
D9,9,2009.999999999998,42.95,44.96
D9,10,2409.9999999999964,45.75,48.16
D9,9,2090.0000000000036,49.18,51.27
D9,9,1780.0000000000011,51.31,53.09
D9,8,2109.9999999999995,53.88,55.99
D9,8,1860.0000000000066,56.48,58.34
D9,9,2270.000000000003,58.83,61.1
D9,8,2060.0000000000023,61.32,63.38
D9,8,1950.0000000000027,64.49,66.44
D9,9,2950.0000000000027,67.22,70.17
D9,9,2560.0000000000023,70.32,72.88
