D1	10	2280	3.44	5.72
D1	3	770.0000000000005	6.1	6.87
D1	5	1309.9999999999995	7.28	8.59
D1	8	2129.999999999999	8.96	11.09
D1	7	1179.9999999999998	11.66	12.84
D1	7	1339.9999999999998	13.45	14.79
D1	6	1330	15.06	16.39
D1	25	4580.000000000002	17.02	21.6
D1	6	1080.0000000000018	22.04	23.12
D1	2	449.9999999999993	23.41	23.86
D1	3	679.9999999999998	24	24.68
D1	4	1089.9999999999998	25.2	26.29
D1	11	2250	26.9	29.15
D1	7	1500	29.39	30.89
D1	24	5119.999999999997	31.29	36.41
D1	8	2030.0000000000011	37.24	39.27
D1	6	1170.0000000000018	39.64	40.81
D1	6	1149.9999999999986	41.22	42.37
D1	19	4890.000000000001	42.65	47.54
D1	7	1670.0000000000018	48.35	50.02
D1	10	1879.9999999999955	50.35	52.23
D1	9	1590.0000000000034	52.47	54.06
D1	8	1979.9999999999968	54.63	56.61
D1	3	789.9999999999991	56.76	57.55
D1	8	1640.0000000000005	57.9	59.54
D1	5	990.000000000002	59.68	60.67
D1	6	1289.999999999999	61.03	62.32
D2	10	2239.9999999999995	2.22	4.46
D2	3	863.9999999999999	5.07	5.934
D2	5	1389.9999999999998	5.955	7.345
D2	8	1735.0000000000011	8.007	9.742
D2	7	1286.999999999999	10.425	11.712
D2	7	1691.0000000000007	12.462	14.153
D2	6	1602.999999999998	14.521	16.124
D2	24	4687.000000000001	17.253	21.94
D2	6	1105.0000000000005	22.656	23.761
D2	2	580.9999999999995	23.985	24.566
D2	2	760.9999999999992	24.626	25.387
D2	4	1446.999999999999	26.178	27.625
D2	10	3596.9999999999977	28.327	31.924
D2	7	1969.9999999999989	32.522	34.492
D2	16	5029.000000000004	35.596	40.625
D2	8	3284.000000000006	41.596	44.88
D2	6	1402.9999999999986	45.298	46.701
D2	6	2402.9999999999986	47.82	50.223
D2	12	4106.000000000002	50.552	54.658
D2	9	3128	55.02	58.148
D2	9	3023.000000000003	59.062	62.085
D2	6	3298.000000000002	62.19	65.488
D2	9	2426.000000000002	65.786	68.212
D2	8	2361.000000000004	69.127	71.488
D2	4	1042.9999999999923	73.233	74.276
D2	4	1234.0000000000089	74.85	76.084
D2	3	1426.0000000000018	76.382	77.808
D2	4	1191.9999999999932	78.233	79.425
D2	6	1361.9999999999948	80.063	81.425
D3	10	2750	3.04	5.79
D3	3	850.0000000000006	6.63	7.48
D3	5	1670	8.57	10.24
D3	8	2460.000000000001	10.42	12.88
D3	7	1159.9999999999984	13.88	15.04
D3	7	1579.9999999999982	16.55	18.13
D3	6	1339.9999999999998	18.79	20.13
D3	25	6890.000000000001	21.5	28.39
D3	6	1169.9999999999982	28.722	29.892
D3	5	1404.0000000000034	30.616	32.02
D3	4	1192.0000000000002	32.828	34.02
D3	2	1234.0000000000018	34.893	36.127
D3	9	3339.9999999999964	36.319	39.659
D3	7	1552.9999999999973	39.999	41.552
D3	8	1850.999999999999	42.189	44.04
D3	10	1914.999999999999	44.146	46.061
D3	5	1277.000000000001	47.169	48.446
D3	5	1256.0000000000002	48.488	49.744
D3	6	1744.9999999999975	49.85	51.595
D3	6	1488.9999999999973	52.701	54.19
D3	19	6228.999999999999	54.381	60.61
D3	7	1680.9999999999973	61.701	63.382
D3	6	1825.0000000000027	63.45	65.275
D3	5	1549.9999999999973	65.55	67.1
D3	9	1974.9999999999943	67.45	69.425
D3	12	3125	70.425	73.55
D3	3	1199.9999999999886	74.15	75.35
D3	9	2349.9999999999945	75.525	77.875
D3	6	1275.0000000000057	78.5	79.775
D4	10	2560	3.35	5.91
D4	3	1000	6.92	7.92
D4	5	1500	8.29	9.79
D4	8	2059.9999999999986	10.22	12.28
D4	7	1500	13.16	14.66
D4	7	1709.999999999999	15.4	17.11
D4	6	1549.9999999999973	17.44	18.99
D4	24	5562.999999999999	19.738	25.301
D4	6	1405.9999999999989	25.64	27.046
D4	2	656.0000000000024	27.656	28.312
D4	3	952.9999999999994	28.468	29.421
D4	4	1484.9999999999995	30.093	31.578
D4	2	969.0000000000011	32.452	33.421
D4	9	2672.000000000004	33.827	36.499
D4	7	1780.9999999999989	36.828	38.609
D4	16	4328.000000000003	39.546	43.874
D4	9	2625	44.702	47.327
D4	6	1594.0000000000011	47.624	49.218
D4	6	1344.0000000000011	50.03	51.374
D4	21	6484.000000000002	51.562	58.046
D4	7	2265.999999999998	58.546	60.812
D4	6	1890.9999999999982	60.859	62.75
D4	2	750	63.234	63.984
D4	9	2218.999999999994	64.14	66.359
D4	10	2343.0000000000036	67.343	69.686
D4	3	796.999999999997	69.702	70.499
D4	13	2936.9999999999977	70.906	73.843
D4	6	1859.9999999999995	74.171	76.031
D5	10	2280.0000000000005	2.38	4.66
D5	3	669.9999999999999	5.44	6.11
D5	5	1319.9999999999993	7.19	8.51
D5	8	1640.0000000000005	9.07	10.71
D5	7	1199.9999999999993	11.58	12.78
D5	7	1449.9999999999993	13.71	15.16
D5	6	1420	15.35	16.77
D5	14	5044.000000000001	18.41	23.454
D5	6	1159.0000000000025	23.886	25.045
D5	5	1362.9999999999995	25.795	27.158
D5	4	1295.9999999999993	27.817	29.113
D5	9	2931.9999999999986	29.999	32.931
D5	7	1659.000000000006	33.181	34.84
D5	16	3226.999999999997	36.158	39.385
D5	8	2273.000000000003	40.476	42.749
D5	6	1295.0000000000018	42.954	44.249
D5	6	1386.0000000000027	45.181	46.567
D5	20	5567.999999999998	46.795	52.363
D5	7	1750	53.272	55.022
D5	10	2091.000000000001	55.431	57.522
D5	9	1909.000000000006	57.681	59.59
D5	8	2431.0000000000045	60.568	62.999
D5	3	795.0000000000089	63.227	64.022
D5	9	3018.9999999999914	64.545	67.564
D5	6	1227.9999999999945	67.7	68.928
D6	10	3220.0000000000005	10.68	13.9
D6	3	699.9999999999993	14.5	15.2
D6	13	2859.9999999999977	15.22	18.08
D6	7	1259.999999999998	18.42	19.68
D6	7	1759.999999999998	19.8	21.56
D6	13	2700.0000000000027	22.72	25.42
D6	25	4820	27.22	32.04
D6	6	920.0000000000017	32.22	33.14
D6	5	1079.9999999999982	33.5	34.58
D6	4	1000	35	36
D6	18	7440.000000000005	36.58	44.02
D6	7	2240.000000000002	44.22	46.46
D6	9	2439.9999999999977	46.68	49.12
D6	8	2040.0000000000064	50.48	52.52
D6	6	1200.0000000000027	52.68	53.88
D6	6	960.0000000000009	54.66	55.62
D6	19	5320	55.64	60.96
D6	7	1899.9999999999986	61.76	63.66
D6	5	1599.9999999999943	63.72	65.32
D6	3	1259.999999999991	65.76	67.02
D6	9	2700.0000000000027	67.92	70.62
D6	8	2079.999999999998	70.9	72.98
D6	3	980.000000000004	73.5	74.48
D6	4	2400.0000000000055	74.8	77.2
D6	9	2640.0000000000005	77.3	79.94
D6	6	1420.0000000000018	80.38	81.8
D7	10	1950.0000000000002	2.7	4.65
D7	3	629.9999999999999	4.9	5.53
D7	13	2939.9999999999995	6.01	8.95
D7	7	1230.0000000000005	9.52	10.75
D7	7	1350.0000000000014	11.12	12.47
D7	6	1289.999999999999	12.58	13.87
D7	25	4636.999999999999	14.385	19.022
D7	6	1091.0000000000011	19.227	20.318
D7	5	1113.9999999999973	20.545	21.659
D7	4	1227.0000000000002	21.772	22.999
D7	20	5430.999999999997	23.295	28.726
D7	16	3091.000000000001	28.772	31.863
D7	8	2182.0000000000023	32.294	34.476
D7	6	1146.9999999999984	34.749	35.896
D7	6	1063.0000000000023	35.94	37.003
D7	25	4439	37.019	41.458
D7	15	3969.0000000000014	41.857	45.826
D7	9	1897.9999999999961	46.03	47.928
D7	8	1917.9999999999993	48.275	50.193
D7	3	743.9999999999998	50.204	50.948
D7	13	2663.0000000000036	51.163	53.826
D7	6	1193.9999999999955	54.277	55.471
D8	10	2290	4.89	7.18
D8	3	829.9999999999992	7.95	8.78
D8	13	3080	9.72	12.8
D8	7	1230.0000000000005	13.84	15.07
D8	7	1420	15.9	17.32
D8	8	1640.0000000000005	17.63	19.27
D8	25	5026.999999999997	20.472	25.499
D8	6	1148.9999999999973	25.85	26.999
D8	5	1082.0000000000007	27.512	28.594
D8	5	1458.9999999999995	29.216	30.675
D8	2	1122	31.35	32.472
D8	9	2282.999999999994	32.77	35.053
D8	7	2972.999999999999	35.31	38.283
D8	8	1703.000000000003	39.242	40.945
D8	9	1796.999999999997	41.972	43.769
D8	14	2919.000000000004	44.836	47.755
D8	6	1243.000000000002	49.053	50.296
D8	20	5391.999999999996	50.499	55.891
D8	24	6567	56.77	63.337
D8	1	838.0000000000009	63.701	64.539
D8	7	1918.9999999999968	64.62	66.539
D8	3	891.9999999999959	66.674	67.566
D8	4	1271.000000000001	68.053	69.324
D8	4	1433.0000000000068	69.607	71.04
D8	5	1122	71.107	72.229
D8	6	1122	72.364	73.486
D9	10	1720.0000000000002	2.11	3.83
D9	3	750.0000000000005	3.86	4.61
D9	15	3490	4.98	8.47
D9	7	1080	9.93	11.01
D9	7	1131.0000000000002	11.02	12.151
D9	6	979.000000000001	12.267	13.246
D9	25	4280.999999999999	14.233	18.514
D9	6	968	19.375	20.343
D9	5	1062.9999999999989	20.718	21.781
D9	4	1047.0000000000007	22.531	23.578
D9	2	827.9999999999994	23.984	24.812
D9	9	1860.000000000003	25.124	26.984
D9	2	828.000000000003	27.156	27.984
D9	5	1062.0000000000011	28.39	29.452
D9	16	2922.0000000000005	30.718	33.64
D9	8	1734.0000000000018	34.327	36.061
D9	6	1047.000000000004	36.108	37.155
D9	6	1187.9999999999952	37.764	38.952
D9	19	4297.000000000005	39.108	43.405
D9	7	1228.999999999999	44.625	45.854
D9	10	2179.9999999999995	45.859	48.039
D9	9	1682.0000000000023	48.071	49.753
D9	11	2060.0000000000023	50.79	52.85
D9	4	859.0000000000018	53.562	54.421
D9	9	1571.000000000005	54.428	55.999
D9	6	1047.000000000004	56.348	57.395
